TOUR_ID;TOUR_POSITION;LOCATION_ID;LOCATION_TYPE;SEMI_TRAILER_ATTACHED;SWAP_BODY_TRUCK;SWAP_BODY_SEMI_TRAILER;SWAP_ACTION;SWAP_BODY_1_QUANTITY;SWAP_BODY_2_QUANTITY
R156;3;D1;DEPOT;0;1;0;NONE;0;0
R157;1;D1;DEPOT;0;1;0;NONE;0;0
R157;2;C157;CUSTOMER;0;1;0;NONE;160.0;0
R157;3;D1;DEPOT;0;1;0;NONE;0;0
R158;1;D1;DEPOT;0;1;0;NONE;0;0
R158;2;C158;CUSTOMER;0;1;0;NONE;160.0;0
R158;3;D1;DEPOT;0;1;0;NONE;0;0
R159;1;D1;DEPOT;0;1;0;NONE;0;0
R159;2;C159;CUSTOMER;0;1;0;NONE;160.0;0
R159;3;D1;DEPOT;0;1;0;NONE;0;0
R160;1;D1;DEPOT;0;1;0;NONE;0;0
R160;2;C160;CUSTOMER;0;1;0;NONE;155.0;0
R160;3;D1;DEPOT;0;1;0;NONE;0;0
R161;1;D1;DEPOT;0;1;0;NONE;0;0
R161;2;C161;CUSTOMER;0;1;0;NONE;155.0;0
R161;3;D1;DEPOT;0;1;0;NONE;0;0
R162;1;D1;DEPOT;0;1;0;NONE;0;0
R162;2;C162;CUSTOMER;0;1;0;NONE;155.0;0
R162;3;D1;DEPOT;0;1;0;NONE;0;0
R163;1;D1;DEPOT;0;1;0;NONE;0;0
R163;2;C163;CUSTOMER;0;1;0;NONE;150.0;0
R163;3;D1;DEPOT;0;1;0;NONE;0;0
R164;1;D1;DEPOT;0;1;0;NONE;0;0
R164;2;C164;CUSTOMER;0;1;0;NONE;150.0;0
R164;3;D1;DEPOT;0;1;0;NONE;0;0
R165;1;D1;DEPOT;0;1;0;NONE;0;0
R165;2;C165;CUSTOMER;0;1;0;NONE;150.0;0
R165;3;D1;DEPOT;0;1;0;NONE;0;0
R166;1;D1;DEPOT;0;1;0;NONE;0;0
R166;2;C166;CUSTOMER;0;1;0;NONE;150.0;0
R166;3;D1;DEPOT;0;1;0;NONE;0;0
R167;1;D1;DEPOT;0;1;0;NONE;0;0
R167;2;C167;CUSTOMER;0;1;0;NONE;150.0;0
R167;3;D1;DEPOT;0;1;0;NONE;0;0
R168;1;D1;DEPOT;0;1;0;NONE;0;0
R168;2;C168;CUSTOMER;0;1;0;NONE;150.0;0
R168;3;D1;DEPOT;0;1;0;NONE;0;0
R169;1;D1;DEPOT;0;1;0;NONE;0;0
R169;2;C169;CUSTOMER;0;1;0;NONE;145.0;0
R169;3;D1;DEPOT;0;1;0;NONE;0;0
R170;1;D1;DEPOT;0;1;0;NONE;0;0
R170;2;C170;CUSTOMER;0;1;0;NONE;145.0;0
R170;3;D1;DEPOT;0;1;0;NONE;0;0
R171;1;D1;DEPOT;0;1;0;NONE;0;0
R171;2;C171;CUSTOMER;0;1;0;NONE;145.0;0
R171;3;D1;DEPOT;0;1;0;NONE;0;0
R172;1;D1;DEPOT;0;1;0;NONE;0;0
R172;2;C172;CUSTOMER;0;1;0;NONE;145.0;0
R172;3;D1;DEPOT;0;1;0;NONE;0;0
R173;1;D1;DEPOT;0;1;0;NONE;0;0
R173;2;C173;CUSTOMER;0;1;0;NONE;145.0;0
R173;3;D1;DEPOT;0;1;0;NONE;0;0
R174;1;D1;DEPOT;0;1;0;NONE;0;0
R174;2;C174;CUSTOMER;0;1;0;NONE;145.0;0
R174;3;D1;DEPOT;0;1;0;NONE;0;0
R175;1;D1;DEPOT;0;1;0;NONE;0;0
R175;2;C175;CUSTOMER;0;1;0;NONE;145.0;0
R175;3;D1;DEPOT;0;1;0;NONE;0;0
R176;1;D1;DEPOT;0;1;0;NONE;0;0
R176;2;C176;CUSTOMER;0;1;0;NONE;145.0;0
R176;3;D1;DEPOT;0;1;0;NONE;0;0
R177;1;D1;DEPOT;0;1;0;NONE;0;0
R177;2;C177;CUSTOMER;0;1;0;NONE;140.0;0
R177;3;D1;DEPOT;0;1;0;NONE;0;0
R178;1;D1;DEPOT;0;1;0;NONE;0;0
R178;2;C178;CUSTOMER;0;1;0;NONE;140.0;0
R178;3;D1;DEPOT;0;1;0;NONE;0;0
R179;1;D1;DEPOT;0;1;0;NONE;0;0
R179;2;C179;CUSTOMER;0;1;0;NONE;140.0;0
R179;3;D1;DEPOT;0;1;0;NONE;0;0
R180;1;D1;DEPOT;0;1;0;NONE;0;0
R180;2;C180;CUSTOMER;0;1;0;NONE;140.0;0
R180;3;D1;DEPOT;0;1;0;NONE;0;0
R181;1;D1;DEPOT;0;1;0;NONE;0;0
R181;2;C181;CUSTOMER;0;1;0;NONE;140.0;0
R181;3;D1;DEPOT;0;1;0;NONE;0;0
R182;1;D1;DEPOT;0;1;0;NONE;0;0
R182;2;C182;CUSTOMER;0;1;0;NONE;140.0;0
R182;3;D1;DEPOT;0;1;0;NONE;0;0
R183;1;D1;DEPOT;0;1;0;NONE;0;0
R183;2;C183;CUSTOMER;0;1;0;NONE;135.0;0
R183;3;D1;DEPOT;0;1;0;NONE;0;0
R184;1;D1;DEPOT;0;1;0;NONE;0;0
R184;2;C184;CUSTOMER;0;1;0;NONE;135.0;0
R184;3;D1;DEPOT;0;1;0;NONE;0;0
R185;1;D1;DEPOT;0;1;0;NONE;0;0
R185;2;C185;CUSTOMER;0;1;0;NONE;130.0;0
R185;3;D1;DEPOT;0;1;0;NONE;0;0
R186;1;D1;DEPOT;0;1;0;NONE;0;0
R186;2;C186;CUSTOMER;0;1;0;NONE;130.0;0
R186;3;D1;DEPOT;0;1;0;NONE;0;0
R187;1;D1;DEPOT;0;1;0;NONE;0;0
R187;2;C187;CUSTOMER;0;1;0;NONE;130.0;0
R187;3;D1;DEPOT;0;1;0;NONE;0;0
R188;1;D1;DEPOT;0;1;0;NONE;0;0
R188;2;C188;CUSTOMER;0;1;0;NONE;130.0;0
R188;3;D1;DEPOT;0;1;0;NONE;0;0
R189;1;D1;DEPOT;0;1;0;NONE;0;0
R189;2;C189;CUSTOMER;0;1;0;NONE;130.0;0
R189;3;D1;DEPOT;0;1;0;NONE;0;0
R190;1;D1;DEPOT;0;1;0;NONE;0;0
R190;2;C190;CUSTOMER;0;1;0;NONE;130.0;0
R190;3;D1;DEPOT;0;1;0;NONE;0;0
R191;1;D1;DEPOT;0;1;0;NONE;0;0
R191;2;C191;CUSTOMER;0;1;0;NONE;125.0;0
R191;3;D1;DEPOT;0;1;0;NONE;0;0
R192;1;D1;DEPOT;0;1;0;NONE;0;0
R192;2;C192;CUSTOMER;0;1;0;NONE;125.0;0
R192;3;D1;DEPOT;0;1;0;NONE;0;0
R193;1;D1;DEPOT;0;1;0;NONE;0;0
R193;2;C193;CUSTOMER;0;1;0;NONE;125.0;0
R193;3;D1;DEPOT;0;1;0;NONE;0;0
R194;1;D1;DEPOT;0;1;0;NONE;0;0
R194;2;C194;CUSTOMER;0;1;0;NONE;120.0;0
R194;3;D1;DEPOT;0;1;0;NONE;0;0
R195;1;D1;DEPOT;0;1;0;NONE;0;0
R195;2;C195;CUSTOMER;0;1;0;NONE;120.0;0
R195;3;D1;DEPOT;0;1;0;NONE;0;0
R196;1;D1;DEPOT;0;1;0;NONE;0;0
R196;2;C196;CUSTOMER;0;1;0;NONE;120.0;0
R196;3;D1;DEPOT;0;1;0;NONE;0;0
R197;1;D1;DEPOT;0;1;0;NONE;0;0
R197;2;C197;CUSTOMER;0;1;0;NONE;120.0;0
R197;3;D1;DEPOT;0;1;0;NONE;0;0
R198;1;D1;DEPOT;0;1;0;NONE;0;0
R198;2;C198;CUSTOMER;0;1;0;NONE;120.0;0
R198;3;D1;DEPOT;0;1;0;NONE;0;0
R199;1;D1;DEPOT;0;1;0;NONE;0;0
R199;2;C199;CUSTOMER;0;1;0;NONE;120.0;0
R199;3;D1;DEPOT;0;1;0;NONE;0;0
R200;1;D1;DEPOT;0;1;0;NONE;0;0
R200;2;C200;CUSTOMER;0;1;0;NONE;120.0;0
R200;3;D1;DEPOT;0;1;0;NONE;0;0
R201;1;D1;DEPOT;0;1;0;NONE;0;0
R201;2;C201;CUSTOMER;0;1;0;NONE;120.0;0
R201;3;D1;DEPOT;0;1;0;NONE;0;0
R202;1;D1;DEPOT;0;1;0;NONE;0;0
R202;2;C202;CUSTOMER;0;1;0;NONE;120.0;0
R202;3;D1;DEPOT;0;1;0;NONE;0;0
R203;1;D1;DEPOT;0;1;0;NONE;0;0
R203;2;C203;CUSTOMER;0;1;0;NONE;120.0;0
R203;3;D1;DEPOT;0;1;0;NONE;0;0
R204;1;D1;DEPOT;0;1;0;NONE;0;0
R204;2;C204;CUSTOMER;0;1;0;NONE;120.0;0
R204;3;D1;DEPOT;0;1;0;NONE;0;0
R205;1;D1;DEPOT;0;1;0;NONE;0;0
R205;2;C205;CUSTOMER;0;1;0;NONE;120.0;0
R205;3;D1;DEPOT;0;1;0;NONE;0;0
R206;1;D1;DEPOT;0;1;0;NONE;0;0
R206;2;C206;CUSTOMER;0;1;0;NONE;120.0;0
R206;3;D1;DEPOT;0;1;0;NONE;0;0
R207;1;D1;DEPOT;0;1;0;NONE;0;0
R207;2;C207;CUSTOMER;0;1;0;NONE;120.0;0
R207;3;D1;DEPOT;0;1;0;NONE;0;0
R208;1;D1;DEPOT;0;1;0;NONE;0;0
R208;2;C208;CUSTOMER;0;1;0;NONE;120.0;0
R208;3;D1;DEPOT;0;1;0;NONE;0;0
R209;1;D1;DEPOT;0;1;0;NONE;0;0
R209;2;C209;CUSTOMER;0;1;0;NONE;120.0;0
R209;3;D1;DEPOT;0;1;0;NONE;0;0
R210;1;D1;DEPOT;0;1;0;NONE;0;0
R210;2;C210;CUSTOMER;0;1;0;NONE;120.0;0
R210;3;D1;DEPOT;0;1;0;NONE;0;0
R211;1;D1;DEPOT;0;1;0;NONE;0;0
R211;2;C211;CUSTOMER;0;1;0;NONE;120.0;0
R211;3;D1;DEPOT;0;1;0;NONE;0;0
R212;1;D1;DEPOT;0;1;0;NONE;0;0
R212;2;C212;CUSTOMER;0;1;0;NONE;120.0;0
R212;3;D1;DEPOT;0;1;0;NONE;0;0
R213;1;D1;DEPOT;0;1;0;NONE;0;0
R213;2;C213;CUSTOMER;0;1;0;NONE;120.0;0
R213;3;D1;DEPOT;0;1;0;NONE;0;0
R214;1;D1;DEPOT;0;1;0;NONE;0;0
R214;2;C214;CUSTOMER;0;1;0;NONE;120.0;0
R214;3;D1;DEPOT;0;1;0;NONE;0;0
R215;1;D1;DEPOT;0;1;0;NONE;0;0
R215;2;C215;CUSTOMER;0;1;0;NONE;120.0;0
R215;3;D1;DEPOT;0;1;0;NONE;0;0
R216;1;D1;DEPOT;0;1;0;NONE;0;0
R216;2;C216;CUSTOMER;0;1;0;NONE;120.0;0
R216;3;D1;DEPOT;0;1;0;NONE;0;0
R217;1;D1;DEPOT;0;1;0;NONE;0;0
R217;2;C217;CUSTOMER;0;1;0;NONE;120.0;0
R217;3;D1;DEPOT;0;1;0;NONE;0;0
R218;1;D1;DEPOT;0;1;0;NONE;0;0
R218;2;C218;CUSTOMER;0;1;0;NONE;120.0;0
R218;3;D1;DEPOT;0;1;0;NONE;0;0
R219;1;D1;DEPOT;0;1;0;NONE;0;0
R219;2;C219;CUSTOMER;0;1;0;NONE;120.0;0
R219;3;D1;DEPOT;0;1;0;NONE;0;0
R220;1;D1;DEPOT;0;1;0;NONE;0;0
R220;2;C220;CUSTOMER;0;1;0;NONE;120.0;0
R220;3;D1;DEPOT;0;1;0;NONE;0;0
R221;1;D1;DEPOT;0;1;0;NONE;0;0
R221;2;C221;CUSTOMER;0;1;0;NONE;120.0;0
R221;3;D1;DEPOT;0;1;0;NONE;0;0
R222;1;D1;DEPOT;0;1;0;NONE;0;0
R222;2;C222;CUSTOMER;0;1;0;NONE;120.0;0
R222;3;D1;DEPOT;0;1;0;NONE;0;0
R223;1;D1;DEPOT;0;1;0;NONE;0;0
R223;2;C223;CUSTOMER;0;1;0;NONE;120.0;0
R223;3;D1;DEPOT;0;1;0;NONE;0;0
R224;1;D1;DEPOT;0;1;0;NONE;0;0
R224;2;C224;CUSTOMER;0;1;0;NONE;120.0;0
R224;3;D1;DEPOT;0;1;0;NONE;0;0
R225;1;D1;DEPOT;0;1;0;NONE;0;0
R225;2;C225;CUSTOMER;0;1;0;NONE;120.0;0
R225;3;D1;DEPOT;0;1;0;NONE;0;0
R226;1;D1;DEPOT;0;1;0;NONE;0;0
R226;2;C226;CUSTOMER;0;1;0;NONE;120.0;0
R226;3;D1;DEPOT;0;1;0;NONE;0;0
R227;1;D1;DEPOT;0;1;0;NONE;0;0
R227;2;C227;CUSTOMER;0;1;0;NONE;120.0;0
R227;3;D1;DEPOT;0;1;0;NONE;0;0
R228;1;D1;DEPOT;0;1;0;NONE;0;0
R228;2;C228;CUSTOMER;0;1;0;NONE;120.0;0
R228;3;D1;DEPOT;0;1;0;NONE;0;0
R229;1;D1;DEPOT;0;1;0;NONE;0;0
R229;2;C229;CUSTOMER;0;1;0;NONE;120.0;0
R229;3;D1;DEPOT;0;1;0;NONE;0;0
R230;1;D1;DEPOT;0;1;0;NONE;0;0
R230;2;C230;CUSTOMER;0;1;0;NONE;120.0;0
R230;3;D1;DEPOT;0;1;0;NONE;0;0
R231;1;D1;DEPOT;0;1;0;NONE;0;0
R231;2;C231;CUSTOMER;0;1;0;NONE;120.0;0
R231;3;D1;DEPOT;0;1;0;NONE;0;0
R232;1;D1;DEPOT;0;1;0;NONE;0;0
R232;2;C232;CUSTOMER;0;1;0;NONE;120.0;0
R232;3;D1;DEPOT;0;1;0;NONE;0;0
R233;1;D1;DEPOT;0;1;0;NONE;0;0
R233;2;C233;CUSTOMER;0;1;0;NONE;120.0;0
R233;3;D1;DEPOT;0;1;0;NONE;0;0
R234;1;D1;DEPOT;0;1;0;NONE;0;0
R234;2;C234;CUSTOMER;0;1;0;NONE;120.0;0
R234;3;D1;DEPOT;0;1;0;NONE;0;0
R235;1;D1;DEPOT;0;1;0;NONE;0;0
R235;2;C235;CUSTOMER;0;1;0;NONE;120.0;0
R235;3;D1;DEPOT;0;1;0;NONE;0;0
R236;1;D1;DEPOT;0;1;0;NONE;0;0
R236;2;C236;CUSTOMER;0;1;0;NONE;120.0;0
R236;3;D1;DEPOT;0;1;0;NONE;0;0
R237;1;D1;DEPOT;0;1;0;NONE;0;0
R237;2;C237;CUSTOMER;0;1;0;NONE;120.0;0
R237;3;D1;DEPOT;0;1;0;NONE;0;0
R238;1;D1;DEPOT;0;1;0;NONE;0;0
R238;2;C238;CUSTOMER;0;1;0;NONE;120.0;0
R238;3;D1;DEPOT;0;1;0;NONE;0;0
R239;1;D1;DEPOT;0;1;0;NONE;0;0
R239;2;C239;CUSTOMER;0;1;0;NONE;120.0;0
R239;3;D1;DEPOT;0;1;0;NONE;0;0
R240;1;D1;DEPOT;0;1;0;NONE;0;0
R240;2;C240;CUSTOMER;0;1;0;NONE;120.0;0
R240;3;D1;DEPOT;0;1;0;NONE;0;0
R241;1;D1;DEPOT;0;1;0;NONE;0;0
R241;2;C241;CUSTOMER;0;1;0;NONE;120.0;0
R241;3;D1;DEPOT;0;1;0;NONE;0;0
R242;1;D1;DEPOT;0;1;0;NONE;0;0
R242;2;C242;CUSTOMER;0;1;0;NONE;120.0;0
R242;3;D1;DEPOT;0;1;0;NONE;0;0
R243;1;D1;DEPOT;0;1;0;NONE;0;0
R243;2;C243;CUSTOMER;0;1;0;NONE;120.0;0
R243;3;D1;DEPOT;0;1;0;NONE;0;0
R244;1;D1;DEPOT;0;1;0;NONE;0;0
R244;2;C244;CUSTOMER;0;1;0;NONE;120.0;0
R244;3;D1;DEPOT;0;1;0;NONE;0;0
R245;1;D1;DEPOT;0;1;0;NONE;0;0
R245;2;C245;CUSTOMER;0;1;0;NONE;120.0;0
R245;3;D1;DEPOT;0;1;0;NONE;0;0
R246;1;D1;DEPOT;0;1;0;NONE;0;0
R246;2;C246;CUSTOMER;0;1;0;NONE;120.0;0
R246;3;D1;DEPOT;0;1;0;NONE;0;0
R247;1;D1;DEPOT;0;1;0;NONE;0;0
R247;2;C247;CUSTOMER;0;1;0;NONE;120.0;0
R247;3;D1;DEPOT;0;1;0;NONE;0;0
R248;1;D1;DEPOT;0;1;0;NONE;0;0
R248;2;C248;CUSTOMER;0;1;0;NONE;120.0;0
R248;3;D1;DEPOT;0;1;0;NONE;0;0
R249;1;D1;DEPOT;0;1;0;NONE;0;0
R249;2;C249;CUSTOMER;0;1;0;NONE;120.0;0
R249;3;D1;DEPOT;0;1;0;NONE;0;0
R250;1;D1;DEPOT;0;1;0;NONE;0;0
R250;2;C250;CUSTOMER;0;1;0;NONE;120.0;0
R250;3;D1;DEPOT;0;1;0;NONE;0;0
R251;1;D1;DEPOT;0;1;0;NONE;0;0
R251;2;C251;CUSTOMER;0;1;0;NONE;120.0;0
R251;3;D1;DEPOT;0;1;0;NONE;0;0
R252;1;D1;DEPOT;0;1;0;NONE;0;0
R252;2;C252;CUSTOMER;0;1;0;NONE;120.0;0
R252;3;D1;DEPOT;0;1;0;NONE;0;0
R253;1;D1;DEPOT;0;1;0;NONE;0;0
R253;2;C253;CUSTOMER;0;1;0;NONE;120.0;0
R253;3;D1;DEPOT;0;1;0;NONE;0;0
R254;1;D1;DEPOT;0;1;0;NONE;0;0
R254;2;C254;CUSTOMER;0;1;0;NONE;120.0;0
R254;3;D1;DEPOT;0;1;0;NONE;0;0
R255;1;D1;DEPOT;0;1;0;NONE;0;0
R255;2;C255;CUSTOMER;0;1;0;NONE;120.0;0
R255;3;D1;DEPOT;0;1;0;NONE;0;0
R256;1;D1;DEPOT;0;1;0;NONE;0;0
R256;2;C256;CUSTOMER;0;1;0;NONE;120.0;0
R256;3;D1;DEPOT;0;1;0;NONE;0;0
R257;1;D1;DEPOT;0;1;0;NONE;0;0
R257;2;C257;CUSTOMER;0;1;0;NONE;120.0;0
R257;3;D1;DEPOT;0;1;0;NONE;0;0
R258;1;D1;DEPOT;0;1;0;NONE;0;0
R258;2;C258;CUSTOMER;0;1;0;NONE;120.0;0
R258;3;D1;DEPOT;0;1;0;NONE;0;0
R259;1;D1;DEPOT;0;1;0;NONE;0;0
R259;2;C259;CUSTOMER;0;1;0;NONE;120.0;0
R259;3;D1;DEPOT;0;1;0;NONE;0;0
R260;1;D1;DEPOT;0;1;0;NONE;0;0
R260;2;C260;CUSTOMER;0;1;0;NONE;120.0;0
R260;3;D1;DEPOT;0;1;0;NONE;0;0
R261;1;D1;DEPOT;0;1;0;NONE;0;0
R261;2;C261;CUSTOMER;0;1;0;NONE;120.0;0
R261;3;D1;DEPOT;0;1;0;NONE;0;0
R262;1;D1;DEPOT;0;1;0;NONE;0;0
R262;2;C262;CUSTOMER;0;1;0;NONE;120.0;0
R262;3;D1;DEPOT;0;1;0;NONE;0;0
R263;1;D1;DEPOT;0;1;0;NONE;0;0
R263;2;C263;CUSTOMER;0;1;0;NONE;120.0;0
R263;3;D1;DEPOT;0;1;0;NONE;0;0
R264;1;D1;DEPOT;0;1;0;NONE;0;0
R264;2;C264;CUSTOMER;0;1;0;NONE;120.0;0
R264;3;D1;DEPOT;0;1;0;NONE;0;0
R265;1;D1;DEPOT;0;1;0;NONE;0;0
R265;2;C265;CUSTOMER;0;1;0;NONE;120.0;0
R265;3;D1;DEPOT;0;1;0;NONE;0;0
R266;1;D1;DEPOT;0;1;0;NONE;0;0
R266;2;C266;CUSTOMER;0;1;0;NONE;120.0;0
R266;3;D1;DEPOT;0;1;0;NONE;0;0
R267;1;D1;DEPOT;0;1;0;NONE;0;0
R267;2;C267;CUSTOMER;0;1;0;NONE;120.0;0
R267;3;D1;DEPOT;0;1;0;NONE;0;0
R268;1;D1;DEPOT;0;1;0;NONE;0;0
R268;2;C268;CUSTOMER;0;1;0;NONE;120.0;0
R268;3;D1;DEPOT;0;1;0;NONE;0;0
R269;1;D1;DEPOT;0;1;0;NONE;0;0
R269;2;C269;CUSTOMER;0;1;0;NONE;120.0;0
R269;3;D1;DEPOT;0;1;0;NONE;0;0
R270;1;D1;DEPOT;0;1;0;NONE;0;0
R270;2;C270;CUSTOMER;0;1;0;NONE;120.0;0
R270;3;D1;DEPOT;0;1;0;NONE;0;0
R271;1;D1;DEPOT;0;1;0;NONE;0;0
R271;2;C271;CUSTOMER;0;1;0;NONE;120.0;0
R271;3;D1;DEPOT;0;1;0;NONE;0;0
R272;1;D1;DEPOT;0;1;0;NONE;0;0
R272;2;C272;CUSTOMER;0;1;0;NONE;120.0;0
R272;3;D1;DEPOT;0;1;0;NONE;0;0
R273;1;D1;DEPOT;0;1;0;NONE;0;0
R273;2;C273;CUSTOMER;0;1;0;NONE;120.0;0
R273;3;D1;DEPOT;0;1;0;NONE;0;0
R274;1;D1;DEPOT;0;1;0;NONE;0;0
R274;2;C274;CUSTOMER;0;1;0;NONE;120.0;0
R274;3;D1;DEPOT;0;1;0;NONE;0;0
R275;1;D1;DEPOT;0;1;0;NONE;0;0
R275;2;C275;CUSTOMER;0;1;0;NONE;120.0;0
R275;3;D1;DEPOT;0;1;0;NONE;0;0
R276;1;D1;DEPOT;0;1;0;NONE;0;0
R276;2;C276;CUSTOMER;0;1;0;NONE;120.0;0
R276;3;D1;DEPOT;0;1;0;NONE;0;0
R277;1;D1;DEPOT;0;1;0;NONE;0;0
R277;2;C277;CUSTOMER;0;1;0;NONE;120.0;0
R277;3;D1;DEPOT;0;1;0;NONE;0;0
R278;1;D1;DEPOT;0;1;0;NONE;0;0
R278;2;C278;CUSTOMER;0;1;0;NONE;120.0;0
R278;3;D1;DEPOT;0;1;0;NONE;0;0
R279;1;D1;DEPOT;0;1;0;NONE;0;0
R279;2;C279;CUSTOMER;0;1;0;NONE;120.0;0
R279;3;D1;DEPOT;0;1;0;NONE;0;0
R280;1;D1;DEPOT;0;1;0;NONE;0;0
R280;2;C280;CUSTOMER;0;1;0;NONE;120.0;0
R280;3;D1;DEPOT;0;1;0;NONE;0;0
R281;1;D1;DEPOT;0;1;0;NONE;0;0
R281;2;C281;CUSTOMER;0;1;0;NONE;120.0;0
R281;3;D1;DEPOT;0;1;0;NONE;0;0
R282;1;D1;DEPOT;0;1;0;NONE;0;0
R282;2;C282;CUSTOMER;0;1;0;NONE;120.0;0
R282;3;D1;DEPOT;0;1;0;NONE;0;0
R283;1;D1;DEPOT;0;1;0;NONE;0;0
R283;2;C283;CUSTOMER;0;1;0;NONE;120.0;0
R283;3;D1;DEPOT;0;1;0;NONE;0;0
R284;1;D1;DEPOT;0;1;0;NONE;0;0
R284;2;C284;CUSTOMER;0;1;0;NONE;120.0;0
R284;3;D1;DEPOT;0;1;0;NONE;0;0
R285;1;D1;DEPOT;0;1;0;NONE;0;0
R285;2;C285;CUSTOMER;0;1;0;NONE;120.0;0
R285;3;D1;DEPOT;0;1;0;NONE;0;0
R286;1;D1;DEPOT;0;1;0;NONE;0;0
R286;2;C286;CUSTOMER;0;1;0;NONE;120.0;0
R286;3;D1;DEPOT;0;1;0;NONE;0;0
R287;1;D1;DEPOT;0;1;0;NONE;0;0
R287;2;C287;CUSTOMER;0;1;0;NONE;120.0;0
R287;3;D1;DEPOT;0;1;0;NONE;0;0
R288;1;D1;DEPOT;0;1;0;NONE;0;0
R288;2;C288;CUSTOMER;0;1;0;NONE;120.0;0
R288;3;D1;DEPOT;0;1;0;NONE;0;0
R289;1;D1;DEPOT;0;1;0;NONE;0;0
R289;2;C289;CUSTOMER;0;1;0;NONE;120.0;0
R289;3;D1;DEPOT;0;1;0;NONE;0;0
R290;1;D1;DEPOT;0;1;0;NONE;0;0
R290;2;C290;CUSTOMER;0;1;0;NONE;120.0;0
R290;3;D1;DEPOT;0;1;0;NONE;0;0
R291;1;D1;DEPOT;0;1;0;NONE;0;0
R291;2;C291;CUSTOMER;0;1;0;NONE;120.0;0
R291;3;D1;DEPOT;0;1;0;NONE;0;0
R292;1;D1;DEPOT;0;1;0;NONE;0;0
R292;2;C292;CUSTOMER;0;1;0;NONE;120.0;0
R292;3;D1;DEPOT;0;1;0;NONE;0;0
R293;1;D1;DEPOT;0;1;0;NONE;0;0
R293;2;C293;CUSTOMER;0;1;0;NONE;120.0;0
R293;3;D1;DEPOT;0;1;0;NONE;0;0
R294;1;D1;DEPOT;0;1;0;NONE;0;0
R294;2;C294;CUSTOMER;0;1;0;NONE;120.0;0
R294;3;D1;DEPOT;0;1;0;NONE;0;0
R295;1;D1;DEPOT;0;1;0;NONE;0;0
R295;2;C295;CUSTOMER;0;1;0;NONE;120.0;0
R295;3;D1;DEPOT;0;1;0;NONE;0;0
R296;1;D1;DEPOT;0;1;0;NONE;0;0
R296;2;C296;CUSTOMER;0;1;0;NONE;120.0;0
R296;3;D1;DEPOT;0;1;0;NONE;0;0
R297;1;D1;DEPOT;0;1;0;NONE;0;0
R297;2;C297;CUSTOMER;0;1;0;NONE;120.0;0
R297;3;D1;DEPOT;0;1;0;NONE;0;0
R298;1;D1;DEPOT;0;1;0;NONE;0;0
R298;2;C298;CUSTOMER;0;1;0;NONE;120.0;0
R298;3;D1;DEPOT;0;1;0;NONE;0;0
R299;1;D1;DEPOT;0;1;0;NONE;0;0
R299;2;C299;CUSTOMER;0;1;0;NONE;120.0;0
R299;3;D1;DEPOT;0;1;0;NONE;0;0
R300;1;D1;DEPOT;0;1;0;NONE;0;0
R300;2;C300;CUSTOMER;0;1;0;NONE;115.0;0
R300;3;D1;DEPOT;0;1;0;NONE;0;0
R301;1;D1;DEPOT;0;1;0;NONE;0;0
R301;2;C301;CUSTOMER;0;1;0;NONE;115.0;0
R301;3;D1;DEPOT;0;1;0;NONE;0;0
R302;1;D1;DEPOT;0;1;0;NONE;0;0
R302;2;C302;CUSTOMER;0;1;0;NONE;110.0;0
R302;3;D1;DEPOT;0;1;0;NONE;0;0
R303;1;D1;DEPOT;0;1;0;NONE;0;0
R303;2;C303;CUSTOMER;0;1;0;NONE;110.0;0
R303;3;D1;DEPOT;0;1;0;NONE;0;0
R304;1;D1;DEPOT;0;1;0;NONE;0;0
R304;2;C304;CUSTOMER;0;1;0;NONE;110.0;0
R304;3;D1;DEPOT;0;1;0;NONE;0;0
R305;1;D1;DEPOT;0;1;0;NONE;0;0
R305;2;C305;CUSTOMER;0;1;0;NONE;110.0;0
R305;3;D1;DEPOT;0;1;0;NONE;0;0
R306;1;D1;DEPOT;0;1;0;NONE;0;0
R306;2;C306;CUSTOMER;0;1;0;NONE;110.0;0
R306;3;D1;DEPOT;0;1;0;NONE;0;0
R307;1;D1;DEPOT;0;1;0;NONE;0;0
R307;2;C307;CUSTOMER;0;1;0;NONE;110.0;0
R307;3;D1;DEPOT;0;1;0;NONE;0;0
R308;1;D1;DEPOT;0;1;0;NONE;0;0
R308;2;C308;CUSTOMER;0;1;0;NONE;110.0;0
R308;3;D1;DEPOT;0;1;0;NONE;0;0
R309;1;D1;DEPOT;0;1;0;NONE;0;0
R309;2;C309;CUSTOMER;0;1;0;NONE;110.0;0
R309;3;D1;DEPOT;0;1;0;NONE;0;0
R310;1;D1;DEPOT;0;1;0;NONE;0;0
R310;2;C310;CUSTOMER;0;1;0;NONE;110.0;0
R310;3;D1;DEPOT;0;1;0;NONE;0;0
R311;1;D1;DEPOT;0;1;0;NONE;0;0
R311;2;C311;CUSTOMER;0;1;0;NONE;110.0;0
R311;3;D1;DEPOT;0;1;0;NONE;0;0
R312;1;D1;DEPOT;0;1;0;NONE;0;0
R312;2;C312;CUSTOMER;0;1;0;NONE;110.0;0
R312;3;D1;DEPOT;0;1;0;NONE;0;0
R313;1;D1;DEPOT;0;1;0;NONE;0;0
R313;2;C313;CUSTOMER;0;1;0;NONE;105.0;0
R313;3;D1;DEPOT;0;1;0;NONE;0;0
